name	age	gender	salary
u5014	46	male	574
u5015	40	female	791
u5016	27	male	161
u5017	38	male	932
u5018	47	male	40
u5019	37	male	445
u5020	41	female	340
u5021	42	male	181
u5022	47	female	645
u5023	44	female	881
u5024	7	male	633
u5025	43	male	278
u5026	23	male	600
u5027	3	female	693
u5028	2	male	144
u5029	38	male	920
u5030	4	male	401
u5031	15	male	955
u5032	3	female	836
u5033	33	female	436
u5034	40	male	585
u5035	48	female	413
u5036	46	male	312
u5037	40	male	284
u5038	36	female	770
u5039	15	female	837
u5040	42	female	479
u5041	24	male	978
u5042	19	male	150
u5043	37	male	134
u5044	6	male	807
u5045	14	male	193
u5046	33	male	512
u5047	38	male	969
u5048	28	female	600
u5049	18	female	88
u5050	9	male	157
u5051	4	female	13
u5052	12	female	497
u5053	41	male	54
u5054	10	male	316
u5055	16	female	175
u5056	13	male	142
u5057	7	male	452
u5058	16	female	762
u5059	28	male	45
u5060	2	female	0
u5061	2	male	805
u5062	47	female	908
u5063	12	male	742
u5064	2	male	739
u5065	16	female	961
u5066	5	male	97
u5067	16	female	36
u5068	7	male	50
u5069	31	female	605
u5070	10	male	492
u5071	24	female	165
u5072	47	female	143
u5073	19	male	160
u5074	22	male	391
u5075	4	male	788
u5076	29	male	406
u5077	33	male	873
u5078	8	male	407
u5079	10	female	137
u5080	5	female	934
u5081	38	female	113
u5082	14	male	920
u5083	24	female	309
u5084	10	male	180
u5085	27	male	36
u5086	19	male	103
u5087	37	male	972
u5088	33	male	21
u5089	27	male	169
u5090	2	male	74
u5091	11	male	148
u5092	26	male	813
u5093	25	male	187
u5094	9	male	959
u5095	50	male	468
u5096	14	female	132
u5097	23	female	666
u5098	36	male	31
u5099	33	male	912
u5100	26	male	156
u5101	20	female	772
u5102	23	female	982
u5103	23	male	232
u5104	45	male	185
u5105	37	male	574
u5106	19	female	984
u5107	10	male	294
u5108	32	female	710
u5109	21	female	950
u5110	17	male	418
u5111	14	female	56
u5112	7	female	300
u5113	33	female	216
u5114	15	female	913
u5115	3	female	442
u5116	39	female	167
u5117	1	male	860
u5118	47	male	772
u5119	4	male	734
u5120	33	male	110
u5121	26	male	294
u5122	4	male	72
u5123	2	male	423
u5124	44	male	380
u5125	27	male	258
u5126	21	male	758
u5127	27	female	915
u5128	46	male	279
u5129	41	female	193
u5130	0	male	758
u5131	3	female	158
u5132	47	male	310
u5133	42	female	616
u5134	35	male	149
u5135	18	male	158
u5136	43	male	71
u5137	28	male	334
u5138	29	male	798
u5139	21	male	733
u5140	40	male	209
u5141	33	male	898
u5142	27	female	164
u5143	7	male	954
u5144	39	male	828
u5145	37	male	590
u5146	13	female	200
u5147	42	male	338
u5148	5	male	325
u5149	35	male	590
u5150	44	female	443
u5151	16	female	94
u5152	46	male	82
u5153	26	male	683
u5154	21	male	0
u5155	29	female	577
u5156	2	male	324
u5157	8	male	390
u5158	31	male	953
u5159	25	male	985
u5160	31	female	949
u5161	15	male	337
u5162	43	male	713
u5163	10	female	340
u5164	8	male	153
u5165	17	female	877
u5166	10	female	743
u5167	38	male	699
u5168	5	male	47
u5169	6	male	336
u5170	35	male	419
u5171	11	male	645
u5172	2	male	347
u5173	30	male	130
u5174	12	male	194
u5175	44	male	731
u5176	35	female	302
u5177	18	male	733
u5178	45	male	897
u5179	43	male	335
u5180	48	female	246
u5181	14	female	75
u5182	19	male	138
u5183	7	female	376
u5184	42	male	175
u5185	30	male	325
u5186	47	female	231
u5187	9	male	314
u5188	9	female	716
u5189	22	female	781
u5190	2	male	34
u5191	17	female	327
u5192	45	female	373
u5193	40	male	818
u5194	19	male	173
u5195	48	male	415
u5196	1	male	84
u5197	39	female	586
u5198	36	male	625
u5199	46	male	818
u5200	49	female	996
u5201	34	male	441
u5202	27	male	58
u5203	6	male	439
u5204	18	female	125
u5205	7	male	460
u5206	33	male	809
u5207	47	male	146
u5208	24	male	67
u5209	42	male	323
u5210	31	female	927
u5211	44	female	832
u5212	17	male	42
u5213	36	male	1
u5214	41	male	973
u5215	44	male	489
u5216	17	male	812
u5217	14	male	393
u5218	36	male	702
u5219	10	male	622
u5220	45	male	591
u5221	23	female	188
u5222	4	male	524
u5223	6	male	313
u5224	33	male	781
u5225	14	male	58
u5226	47	male	983
u5227	45	male	110
u5228	6	female	824
u5229	12	male	717
u5230	16	male	447
u5231	39	male	400
u5232	6	male	108
u5233	10	male	269
u5234	11	female	824
u5235	29	male	897
u5236	14	male	943
u5237	27	female	575
u5238	19	male	847
u5239	8	male	677
u5240	24	female	823
u5241	31	male	288
u5242	35	male	479
u5243	46	male	240
u5244	26	male	379
u5245	22	female	914
u5246	1	male	682
u5247	29	male	101
u5248	4	female	631
u5249	27	female	965
u5250	44	male	869
u5251	4	male	904
u5252	10	male	358
u5253	37	female	69
u5254	24	female	140
u5255	7	male	119
u5256	8	male	122
u5257	10	female	89
u5258	47	male	724
u5259	22	female	105
u5260	42	male	670
u5261	10	male	938
u5262	15	male	586
u5263	19	male	374
u5264	50	male	967
u5265	33	female	701
u5266	6	male	875
u5267	22	male	215
u5268	47	male	601
u5269	20	male	855
u5270	40	male	444
u5271	5	female	969
u5272	27	male	151
u5273	14	male	910
u5274	20	female	616
u5275	7	female	176
u5276	33	female	629
u5277	9	male	213
u5278	43	male	48
u5279	0	male	711
u5280	20	female	269
u5281	8	male	988
u5282	3	female	849
u5283	34	male	767
u5284	13	male	497
u5285	28	female	48
u5286	23	male	428
u5287	38	male	426
u5288	39	male	356
u5289	16	female	556
u5290	7	male	224
u5291	16	male	453
u5292	30	female	278
u5293	27	female	468
u5294	44	male	614
u5295	34	male	777
u5296	12	male	132
u5297	50	male	395
u5298	14	female	971
u5299	39	female	490
u5300	18	female	158
u5301	5	female	743
u5302	13	male	79
u5303	3	female	162
u5304	44	male	238
u5305	6	male	885
u5306	9	male	620
u5307	31	male	415
u5308	42	female	616
u5309	30	male	745
u5310	17	male	820
u5311	17	male	896
u5312	39	female	60
u5313	27	female	835
u5314	18	male	26
u5315	37	male	215
u5316	23	male	372
u5317	13	female	509
u5318	3	male	88
u5319	4	male	345
u5320	28	male	725
u5321	46	male	205
u5322	36	male	2
u5323	21	male	779
u5324	2	male	438
u5325	46	female	718
u5326	14	female	903
u5327	37	male	285
u5328	17	male	234
u5329	39	male	669
u5330	15	male	486
u5331	40	male	54
u5332	47	male	979
u5333	39	male	352
u5334	41	female	656
u5335	31	male	961
u5336	19	female	551
u5337	5	female	670
u5338	47	female	124
u5339	31	female	517
u5340	29	male	418
u5341	40	male	633
u5342	22	male	717
u5343	11	female	126
u5344	31	male	597
u5345	43	female	561
u5346	5	male	707
u5347	25	male	651
u5348	49	female	775
u5349	29	female	866
u5350	6	male	883
u5351	50	female	209
u5352	0	male	992
u5353	21	male	917
u5354	16	female	175
u5355	37	male	745
u5356	28	female	488
u5357	5	male	980
u5358	5	male	534
u5359	50	female	926
u5360	2	female	849
u5361	12	female	356
u5362	36	male	731
u5363	30	male	310
u5364	9	male	836
u5365	5	male	141
u5366	20	female	423
u5367	35	male	208
u5368	10	male	743
u5369	26	male	960
u5370	2	male	193
u5371	45	male	879
u5372	33	male	879
u5373	48	female	754
u5374	24	female	118
u5375	42	male	806
u5376	25	male	425
u5377	42	male	438
u5378	43	male	350
u5379	12	female	656
u5380	0	male	234
u5381	6	male	422
u5382	19	male	582
u5383	14	female	535
u5384	13	male	583
u5385	42	male	680
u5386	38	male	829
u5387	44	female	323
u5388	4	male	971
u5389	49	male	152
u5390	24	male	960
u5391	24	male	821
u5392	49	male	350
u5393	33	male	808
u5394	32	male	477
u5395	18	male	442
u5396	48	male	453
u5397	36	male	216
u5398	35	female	11
u5399	30	male	613
u5400	5	male	834
u5401	38	male	42
u5402	9	female	854
u5403	50	male	362
u5404	4	male	551
u5405	20	male	513
u5406	18	male	333
u5407	26	male	818
u5408	2	male	348
u5409	6	male	873
u5410	6	female	696
u5411	48	male	349
u5412	29	male	239
u5413	16	male	772
u5414	16	female	575
u5415	41	male	52
u5416	46	female	393
u5417	48	female	484
u5418	34	male	168
u5419	40	male	346
u5420	30	female	189
u5421	28	male	773
u5422	40	male	534
u5423	16	male	965
u5424	9	male	515
u5425	22	female	362
u5426	6	male	297
u5427	12	male	385
u5428	21	male	163
u5429	38	female	200
u5430	16	female	201
u5431	21	female	543
u5432	48	male	986
u5433	48	male	415
u5434	41	male	153
u5435	14	female	577
u5436	25	female	655
u5437	34	male	732
u5438	37	male	21
u5439	6	male	100
u5440	49	male	963
u5441	36	male	28
u5442	38	male	579
u5443	50	male	838
u5444	50	male	807
u5445	41	female	766
u5446	30	male	136
u5447	27	female	530
u5448	37	male	409
u5449	3	female	446
u5450	44	female	628
u5451	20	female	931
u5452	10	male	292
u5453	20	male	569
u5454	48	female	553
u5455	36	male	314
u5456	35	male	453
u5457	36	male	906
u5458	12	male	523
u5459	48	male	183
u5460	47	male	542
u5461	47	female	24
u5462	41	male	381
u5463	44	female	55
u5464	19	female	86
u5465	18	female	131
u5466	9	male	903
u5467	20	male	683
u5468	44	female	104
u5469	45	male	803
u5470	4	female	205
u5471	20	male	761
u5472	16	female	203
u5473	34	female	107
u5474	28	male	309
u5475	41	male	251
u5476	9	male	533
u5477	4	male	647
u5478	39	male	32
u5479	47	male	438
u5480	22	male	565
u5481	11	female	185
u5482	30	female	530
u5483	50	male	637
u5484	1	male	445
u5485	14	male	977
u5486	42	male	663
u5487	49	male	284
u5488	47	female	313
u5489	33	female	32
u5490	49	female	69
u5491	9	male	402
u5492	15	male	576
u5493	16	male	214
u5494	27	female	405
u5495	31	male	746
u5496	20	female	769
u5497	17	female	558
u5498	38	female	735
u5499	2	male	418
u5500	1	male	898
u5501	3	female	216
u5502	36	male	312
u5503	49	male	26
u5504	4	male	270
u5505	50	male	872
u5506	49	female	301
u5507	50	male	105
u5508	44	male	425
u5509	42	male	798
u5510	18	female	376
u5511	24	female	654
u5512	36	male	502
u5513	38	male	223
u5514	27	male	301
u5515	32	female	714
u5516	1	female	360
u5517	33	male	841
u5518	20	female	838
u5519	35	male	433
u5520	34	female	139
u5521	20	female	174
u5522	45	female	354
u5523	43	male	529
u5524	2	male	323
u5525	30	female	731
u5526	1	male	625
u5527	29	male	564
u5528	34	male	467
u5529	42	female	436
u5530	8	female	690
u5531	30	male	859
u5532	35	male	98
u5533	16	female	26
u5534	7	male	823
u5535	40	male	186
u5536	39	male	383
u5537	6	male	540
u5538	32	female	337
u5539	4	male	171
u5540	2	male	490
u5541	42	female	959
u5542	19	male	317
u5543	27	female	274
u5544	46	male	750
u5545	14	female	211
u5546	49	female	99
u5547	19	male	95
u5548	21	male	499
u5549	44	female	937
u5550	36	female	723
u5551	18	male	50
u5552	26	male	351
u5553	4	female	63
u5554	2	male	469
u5555	7	female	303
u5556	42	female	556
u5557	21	male	476
u5558	9	female	268
u5559	20	male	998
u5560	49	male	681
u5561	43	male	791
u5562	41	male	408
u5563	43	male	811
u5564	7	female	65
u5565	20	male	622
u5566	5	female	143
u5567	41	male	127
u5568	25	male	857
u5569	12	male	380
u5570	0	female	930
u5571	37	female	605
u5572	23	male	479
u5573	3	male	679
u5574	8	male	509
u5575	24	male	928
u5576	11	male	915
u5577	3	male	927
u5578	34	male	941
u5579	37	female	661
u5580	0	male	344
u5581	4	female	135
u5582	46	male	436
u5583	50	female	815
u5584	48	female	477
u5585	20	male	516
u5586	14	male	795
u5587	38	female	976
u5588	45	male	825
u5589	45	male	945
u5590	42	male	764
u5591	43	female	532
u5592	8	male	662
u5593	16	male	552
u5594	38	male	192
u5595	50	male	541
u5596	22	male	108
u5597	36	female	715
u5598	20	female	520
u5599	1	male	16
u5600	23	female	412
u5601	42	female	881
u5602	16	female	800
u5603	10	male	766
u5604	12	male	817
u5605	27	male	997
u5606	17	male	611
u5607	17	male	493
u5608	26	male	302
u5609	25	female	759
u5610	12	male	984
u5611	19	male	603
u5612	45	female	376
u5613	5	male	855
u5614	38	male	504
u5615	16	male	220
u5616	37	male	136
u5617	10	female	221
u5618	30	female	808
u5619	25	male	936
u5620	37	male	514
u5621	4	male	461
u5622	0	male	634
u5623	22	male	787
u5624	35	male	698
u5625	45	female	5
u5626	8	male	461
u5627	20	male	624
u5628	9	male	306
u5629	49	male	143
u5630	3	male	299
u5631	3	female	761
u5632	2	female	281
u5633	27	male	84
u5634	22	male	4
u5635	3	male	840
u5636	37	male	694
u5637	39	female	51
u5638	35	female	45
u5639	5	male	221
u5640	50	male	542
u5641	13	male	214
u5642	19	female	424
u5643	18	male	17
u5644	31	female	146
u5645	44	male	508
u5646	44	female	66
u5647	11	female	474
u5648	49	female	344
u5649	23	female	197
u5650	10	female	167
u5651	33	male	285
u5652	35	male	872
u5653	16	male	869
u5654	47	male	654
u5655	41	female	371
u5656	17	male	168
u5657	33	male	213
u5658	15	male	783
u5659	29	male	552
u5660	39	male	270
u5661	30	male	36
u5662	21	male	438
u5663	21	male	385
u5664	35	female	515
u5665	11	male	150
u5666	25	male	854
u5667	28	male	961
u5668	46	female	788
u5669	11	male	69
u5670	2	male	947
u5671	45	male	700
u5672	24	male	64
u5673	25	female	489
u5674	26	male	475
u5675	15	male	321
u5676	35	male	933
u5677	10	male	381
u5678	21	female	932
u5679	40	male	222
u5680	44	male	436
u5681	38	female	192
u5682	4	female	35
u5683	47	male	709
u5684	31	female	755
u5685	38	female	628
u5686	23	female	164
u5687	5	male	51
u5688	15	male	141
u5689	45	male	1000
u5690	49	male	409
u5691	14	female	902
u5692	30	female	563
u5693	13	female	664
u5694	6	male	293
u5695	14	male	799
u5696	39	female	690
u5697	3	male	207
u5698	30	male	25
u5699	35	male	258
u5700	18	male	431
u5701	19	female	206
u5702	13	female	484
u5703	23	male	428
u5704	24	female	61
u5705	16	female	423
u5706	31	male	96
u5707	49	male	786
u5708	37	male	282
u5709	37	female	565
u5710	19	female	372
u5711	30	male	870
u5712	50	female	317
u5713	50	female	199
u5714	50	male	766
u5715	23	male	972
u5716	37	male	945
u5717	21	male	200
u5718	9	female	96
u5719	46	female	818
u5720	24	female	667
u5721	19	male	375
u5722	39	male	649
u5723	30	female	754
u5724	50	male	446
u5725	11	male	94
u5726	49	female	368
u5727	37	male	908
u5728	13	male	303
u5729	32	female	703
u5730	45	male	783
u5731	33	female	601
u5732	35	male	530
u5733	8	female	203
u5734	47	male	460
u5735	8	male	413
u5736	43	male	572
u5737	9	male	135
u5738	38	male	880
u5739	0	male	227
u5740	14	female	947
u5741	15	male	625
u5742	43	female	678
u5743	34	male	673
u5744	1	female	217
u5745	2	female	153
u5746	7	male	932
u5747	3	male	475
u5748	15	female	696
u5749	31	male	453
u5750	25	male	333
u5751	39	female	69
u5752	33	female	377
u5753	41	male	441
u5754	43	female	499
u5755	39	male	446
u5756	25	male	921
u5757	13	male	186
u5758	22	female	453
u5759	38	male	775
u5760	44	female	278
u5761	15	male	374
u5762	4	male	680
u5763	39	male	319
u5764	20	female	265
u5765	7	male	125
u5766	39	male	549
u5767	33	male	328
u5768	2	female	100
u5769	13	female	847
u5770	21	female	975
u5771	41	male	540
u5772	13	male	737
u5773	10	male	419
u5774	3	male	123
u5775	30	male	560
u5776	31	male	940
u5777	26	female	922
u5778	30	male	599
u5779	24	female	672
u5780	41	female	563
u5781	12	female	861
u5782	37	male	332
u5783	4	male	215
u5784	17	female	664
u5785	13	male	56
u5786	8	female	79
u5787	24	female	491
u5788	22	male	128
u5789	27	female	13
u5790	40	female	98
u5791	50	male	485
u5792	38	female	467
u5793	7	female	470
u5794	8	male	519
u5795	32	male	364
u5796	12	female	670
u5797	45	male	452
u5798	41	male	617
u5799	35	male	643
u5800	29	male	499
u5801	34	male	989
u5802	12	male	691
u5803	46	female	827
u5804	44	male	149
u5805	46	female	613
u5806	26	male	1
u5807	28	female	231
u5808	25	male	175
u5809	10	male	850
u5810	44	male	880
u5811	12	female	19
u5812	21	female	2
u5813	7	male	695
u5814	34	female	377
u5815	3	male	293
u5816	17	female	539
u5817	33	male	436
u5818	14	female	588
u5819	22	male	1000
u5820	45	female	685
u5821	46	male	437
u5822	4	male	781
u5823	37	female	671
u5824	45	male	217
u5825	25	male	698
u5826	36	male	65
u5827	45	male	878
u5828	1	male	311
u5829	35	female	414
u5830	36	male	837
u5831	19	female	630
u5832	28	male	153
u5833	46	male	156
u5834	20	male	338
u5835	4	female	589
u5836	48	female	913
u5837	38	male	152
u5838	25	female	100
u5839	22	male	760
u5840	22	female	975
u5841	21	male	821
u5842	14	male	496
u5843	2	female	106
u5844	28	male	899
u5845	5	female	365
u5846	10	male	489
u5847	22	male	612
u5848	45	male	352
u5849	11	male	709
u5850	7	female	585
u5851	49	male	581
u5852	23	female	45
u5853	34	female	253
u5854	23	male	188
u5855	32	male	749
u5856	23	male	927
u5857	32	male	975
u5858	30	female	579
u5859	30	male	677
u5860	7	male	749
u5861	11	male	266
u5862	6	male	638
u5863	8	male	72
u5864	47	female	581
u5865	20	male	607
u5866	35	male	556
u5867	40	male	458
u5868	4	female	647
u5869	49	female	953
u5870	14	male	277
u5871	40	male	864
u5872	14	female	877
u5873	16	female	381
u5874	4	male	469
u5875	27	female	145
u5876	5	female	323
u5877	22	male	826
u5878	21	female	382
u5879	25	female	808
u5880	47	male	330
u5881	24	female	864
u5882	46	male	846
u5883	1	male	775
u5884	41	female	277
u5885	49	male	66
u5886	6	female	676
u5887	26	female	679
u5888	7	female	995
u5889	35	female	424
u5890	31	male	686
u5891	21	male	39
u5892	39	female	80
u5893	3	male	297
u5894	7	male	711
u5895	39	female	496
u5896	1	male	659
u5897	35	male	749
u5898	1	female	446
u5899	41	male	325
u5900	39	female	156
u5901	8	male	624
u5902	9	female	507
u5903	44	male	617
u5904	26	female	929
u5905	12	male	525
u5906	44	female	785
u5907	7	male	728
u5908	22	male	298
u5909	38	female	603
u5910	28	male	322
u5911	44	male	175
u5912	15	male	250
u5913	21	male	603
u5914	23	male	504
u5915	30	female	640
u5916	38	female	725
u5917	19	female	587
u5918	15	male	446
u5919	42	male	76
u5920	37	male	538
u5921	31	male	320
u5922	34	male	637
u5923	34	male	264
u5924	49	male	737
u5925	21	male	849
u5926	35	male	126
u5927	30	female	7
u5928	43	male	243
u5929	15	female	312
u5930	2	male	139
u5931	23	male	545
u5932	14	male	862
u5933	39	male	350
u5934	34	male	318
u5935	26	female	986
u5936	45	male	207
u5937	42	female	50
u5938	24	male	355
u5939	32	female	209
u5940	18	female	679
u5941	4	male	926
u5942	32	female	857
u5943	6	male	316
u5944	7	male	311
u5945	42	male	123
u5946	12	male	411
u5947	44	female	126
u5948	0	male	656
u5949	23	male	110
u5950	7	male	967
u5951	46	female	982
u5952	20	male	406
u5953	10	male	485
u5954	47	male	670
u5955	1	male	747
u5956	12	female	275
u5957	40	female	292
u5958	8	male	311
u5959	0	female	905
u5960	26	male	780
u5961	29	male	897
u5962	39	female	49
u5963	43	female	312
u5964	46	female	336
u5965	26	male	869
u5966	0	female	427
u5967	50	female	224
u5968	35	female	994
u5969	41	male	669
u5970	4	male	518
u5971	17	male	835
u5972	42	female	572
u5973	10	female	102
u5974	49	male	324
u5975	32	male	949
u5976	17	male	893
u5977	5	male	160
u5978	20	male	35
u5979	14	male	165
u5980	31	male	73
u5981	4	male	462
u5982	27	male	822
u5983	41	male	529
u5984	4	male	743
u5985	15	male	106
u5986	26	male	251
u5987	1	male	679
u5988	48	male	766
u5989	27	male	977
u5990	8	male	78
u5991	18	male	680
u5992	25	male	122
u5993	24	male	94
u5994	24	male	343
u5995	27	male	864
u5996	2	female	606
u5997	0	male	193
u5998	20	male	159
u5999	27	female	558
u6000	37	male	544
u6001	33	female	657
u6002	18	male	822
u6003	0	male	961
u6004	12	male	47
u6005	28	male	332
u6006	16	male	878
u6007	27	male	176
u6008	23	male	304
u6009	24	male	257
u6010	27	male	342
u6011	10	male	400
u6012	11	female	292
u6013	24	male	178
u6014	1	female	275
u6015	48	female	328
u6016	17	male	925
u6017	27	female	492
u6018	17	male	306
u6019	12	male	443
u6020	2	male	932
u6021	7	male	400
u6022	17	female	197
u6023	28	male	650
u6024	24	female	909
u6025	50	male	527
u6026	10	male	391
u6027	4	male	430
u6028	49	female	778
u6029	34	female	3
u6030	19	male	263
u6031	38	female	853
u6032	27	female	223
u6033	25	male	729
u6034	31	female	765
u6035	43	male	481
u6036	21	male	1000
u6037	26	male	412
u6038	20	male	9
u6039	42	male	498
u6040	31	male	819
u6041	47	male	926
u6042	48	male	33
u6043	28	male	156
u6044	10	male	639
u6045	43	male	70
u6046	32	female	320
u6047	41	male	147
u6048	49	male	284
u6049	42	male	41
u6050	21	male	253
u6051	19	female	109
u6052	20	male	91
u6053	44	male	878
u6054	35	male	433
u6055	50	male	979
u6056	29	female	930
u6057	15	male	283
u6058	31	female	459
u6059	34	male	371
u6060	21	female	733
u6061	45	male	661
u6062	45	male	143
u6063	6	male	921
u6064	22	male	274
u6065	0	male	237
u6066	18	male	248
u6067	49	male	480
u6068	27	male	608
u6069	33	male	713
u6070	3	female	399
u6071	5	male	257
u6072	38	female	361
u6073	36	male	993
u6074	46	male	92
u6075	31	female	672
u6076	13	female	81
u6077	36	male	784
u6078	46	male	660
u6079	3	female	650
u6080	18	female	253
u6081	44	female	201
u6082	5	male	240
u6083	40	male	464
u6084	12	male	581
u6085	13	male	663
u6086	38	male	197
u6087	37	male	659
u6088	33	male	162
u6089	47	female	716
u6090	34	female	485
u6091	22	male	588
u6092	38	male	820
u6093	28	male	224
u6094	25	male	93
u6095	14	male	828
u6096	8	male	12
u6097	1	female	906
u6098	28	male	43
u6099	41	male	561
u6100	20	male	264
u6101	24	male	844
u6102	34	female	295
u6103	39	male	106
u6104	31	male	419
u6105	28	female	447
u6106	5	male	739
u6107	24	male	992
u6108	25	male	646
u6109	10	male	517
u6110	13	female	931
u6111	11	female	476
u6112	22	male	702
u6113	7	male	504
u6114	22	male	15
u6115	21	female	709
u6116	25	female	285
u6117	22	female	393
u6118	40	male	520
u6119	26	male	75
u6120	19	female	416
u6121	47	male	937
u6122	10	male	917
u6123	39	male	110
u6124	29	male	413
u6125	29	male	218
u6126	45	male	650
u6127	13	male	312
u6128	27	male	805
u6129	33	male	394
u6130	7	female	425
u6131	1	male	825
u6132	34	male	859
u6133	0	female	490
u6134	3	male	449
u6135	27	male	110
u6136	35	male	445
u6137	22	female	971
u6138	5	female	46
u6139	15	male	975
u6140	45	male	451
u6141	47	male	263
u6142	38	female	742
u6143	35	male	573
u6144	18	male	835
u6145	43	female	841
u6146	32	male	866
u6147	41	male	222
u6148	28	male	707
u6149	18	male	356
u6150	44	female	759
u6151	32	male	126
u6152	48	male	752
u6153	17	male	143
u6154	21	male	628
u6155	24	male	535
u6156	16	female	813
u6157	3	male	687
u6158	47	male	681
u6159	22	male	150
u6160	34	male	719
u6161	12	male	385
u6162	13	male	476
u6163	39	male	20
u6164	32	male	10
u6165	20	female	291
u6166	44	female	215
u6167	45	male	736
u6168	37	male	110
u6169	26	female	431
u6170	13	female	285
u6171	15	male	820
u6172	0	female	472
u6173	39	female	757
u6174	6	male	101
u6175	46	male	54
u6176	39	male	559
u6177	40	male	932
u6178	25	male	383
u6179	9	female	695
u6180	26	male	983
u6181	38	male	547
u6182	31	male	723
u6183	47	male	783
u6184	7	female	198
u6185	20	female	71
u6186	23	female	401
u6187	4	male	133
u6188	45	male	346
u6189	45	male	238
u6190	9	male	18
u6191	16	male	526
u6192	28	female	997
u6193	2	male	484
u6194	30	male	975
u6195	34	female	370
u6196	45	female	550
u6197	40	male	639
u6198	23	female	918
u6199	13	female	196
u6200	45	female	170
u6201	23	male	551
u6202	22	male	523
u6203	44	male	53
u6204	22	male	764
u6205	40	male	661
u6206	38	male	386
u6207	0	female	25
u6208	6	male	337
u6209	11	male	447
u6210	40	male	244
u6211	30	female	15
u6212	47	male	838
u6213	46	male	935
u6214	23	male	775
u6215	3	female	47
u6216	6	male	433
u6217	50	female	288
u6218	13	female	230
u6219	21	female	154
u6220	19	male	985
u6221	14	male	512
u6222	49	male	911
u6223	41	male	924
u6224	28	female	869
u6225	29	female	376
u6226	37	male	422
u6227	2	female	207
u6228	50	female	94
u6229	15	male	83
u6230	40	male	227
u6231	35	female	413
u6232	18	male	700
u6233	39	male	62
u6234	39	male	412
u6235	10	female	891
u6236	26	male	233
u6237	41	female	413
u6238	45	male	30
u6239	39	male	20
u6240	0	female	238
u6241	46	female	616
u6242	48	female	151
u6243	4	male	859
u6244	9	male	852
u6245	0	male	997
u6246	44	male	937
u6247	31	female	411
u6248	31	male	666
u6249	35	male	302
u6250	26	male	90
u6251	15	male	305
u6252	16	male	362
u6253	13	female	929
u6254	19	female	904
u6255	8	female	662
u6256	27	female	246
u6257	33	male	546
u6258	34	male	847
u6259	43	male	470
u6260	19	male	295
u6261	39	female	133
u6262	28	male	869
u6263	21	male	157
u6264	49	male	347
u6265	49	male	583
u6266	32	male	74
u6267	19	male	663
u6268	37	male	39
u6269	9	female	538
u6270	31	male	213
u6271	30	female	685
u6272	48	female	853
u6273	0	male	572
u6274	39	male	349
u6275	48	male	724
u6276	17	male	783
u6277	17	male	107
u6278	10	male	232
u6279	1	female	634
u6280	11	male	217
u6281	31	female	270
u6282	12	male	121
u6283	0	female	915
u6284	29	male	166
u6285	9	female	350
u6286	38	male	282
u6287	23	male	89
u6288	40	male	783
u6289	24	female	819
u6290	1	male	433
u6291	49	female	87
u6292	9	male	302
u6293	20	male	590
u6294	16	male	667
u6295	1	female	291
u6296	27	female	649
u6297	44	male	810
u6298	44	female	662
u6299	35	male	881
u6300	8	female	18
u6301	14	female	731
u6302	14	female	712
u6303	19	female	36
u6304	27	female	844
u6305	7	male	308
u6306	19	female	700
u6307	40	male	972
u6308	4	female	819
u6309	22	female	264
u6310	19	male	40
u6311	14	male	778
u6312	45	female	373
u6313	34	male	807
u6314	43	female	473
u6315	19	male	879
u6316	46	female	190
u6317	16	male	194
u6318	23	male	875
u6319	39	male	220
u6320	31	male	189
u6321	13	female	44
u6322	3	male	895
u6323	17	male	810
u6324	28	female	393
u6325	47	male	721
u6326	28	female	5
u6327	21	male	242
u6328	14	female	964
u6329	34	female	336
u6330	48	female	758
u6331	23	male	170
u6332	25	female	767
u6333	27	male	365
u6334	16	male	248
u6335	10	male	76
u6336	35	male	938
u6337	18	male	263
u6338	43	male	229
u6339	38	male	950
u6340	15	female	767
u6341	17	male	755
u6342	24	female	354
u6343	30	male	528
u6344	15	female	626
u6345	31	female	996
u6346	22	female	70
u6347	41	male	578
u6348	5	male	776
u6349	33	male	70
u6350	10	male	864
u6351	22	male	586
u6352	13	male	372
u6353	2	male	201
u6354	7	female	713
u6355	39	male	905
u6356	5	male	261
u6357	6	male	448
u6358	35	male	94
u6359	19	male	878
u6360	25	male	12
u6361	25	male	462
u6362	10	male	658
u6363	23	male	399
u6364	46	female	822
u6365	42	male	888
u6366	21	male	997
u6367	37	male	947
u6368	0	male	263
u6369	12	male	344
u6370	34	female	655
u6371	40	male	995
u6372	10	male	642
u6373	49	male	833
u6374	31	female	639
u6375	46	male	522
u6376	2	female	9
u6377	0	male	904
u6378	12	male	766
u6379	2	female	275
u6380	24	female	984
u6381	30	male	870
u6382	44	female	891
u6383	39	female	739
u6384	36	male	79
u6385	29	female	490
u6386	34	male	1
u6387	50	female	57
u6388	25	male	597
u6389	36	male	892
u6390	50	female	987
u6391	19	male	480
u6392	26	female	275
u6393	3	male	38
u6394	13	female	860
u6395	50	male	851
u6396	35	male	110
u6397	28	male	646
u6398	12	male	398
u6399	37	male	373
u6400	12	male	51
u6401	20	male	562
u6402	5	female	739
u6403	12	male	232
u6404	30	female	909
u6405	21	male	824
u6406	37	male	147
u6407	22	male	79
u6408	19	male	167
u6409	33	male	465
u6410	38	female	105
u6411	43	female	818
